pair_ID,sentence
1238,A woman is dancing and singing in the rain
1238,A woman is dancing and singing alone
1239,A woman is dancing and singing with other women
1239,A woman is performing in the rain
1240,There is no woman dancing and singing in the rain
1240,A woman is dancing and singing with other women
1241,A woman is dancing and singing with other women
1241,A woman is dancing and singing in the rain
1242,A woman is removing the peel of a potato
1242,A woman is peeling a potato
1243,A woman is peeling a potato
1243,There is no woman peeling a potato
1244,A man is slicing a red tomato
1244,A woman is slicing a tomato
1245,A woman is slicing a tomato
1245,There is no woman slicing a tomato
1246,A woman is peeling a potato
1246,A man is slicing a red tomato
1247,There is no woman slicing a tomato
1247,A woman is peeling a potato
1248,A woman is removing the peel of a potato
1248,A woman is slicing a tomato
1249,A woman is slicing a tomato
1249,There is no woman peeling a potato
1250,A woman is peeling a potato
1250,A woman is slicing a tomato
1251,A woman is amalgamating eggs
1251,A woman is mixing eggs
1252,There is no woman mixing eggs
1252,A woman is mixing eggs
1253,The hungry woman is eating
1253,The woman is eating
1254,The woman is eating
1254,The woman is drinking
1255,The hungry woman is eating
1255,A woman is mixing eggs
1256,A woman is mixing eggs
1256,The woman is drinking
1257,A woman is amalgamating eggs
1257,The woman is eating
1258,The woman is eating
1258,There is no woman mixing eggs
1259,The woman is eating
1259,A woman is mixing eggs
1260,A band is performing on a stage
1260,A band is playing on a stage
1261,A band is not performing on a stage
1261,A band is performing on a stage
1262,A band is performing onstage
1262,A band is playing onstage
1263,A band is playing onstage
1263,There is no band playing
1264,A band is performing onstage
1264,A band is performing on a stage
1265,A band is performing on a stage
1265,There is no band playing
1266,A band is playing on a stage
1266,A band is playing onstage
1267,A band is not performing on a stage
1267,A band is playing onstage
1268,A band is performing on a stage
1268,A band is playing onstage
1269,A man is shaking a drink
1269,A man is mixing
1270,There is no man mixing
1270,A man is mixing
1271,A man is arranging the garden
1271,A man is mowing a lawn
1272,A man is mowing a lawn
1272,A man is not mowing a lawn
1273,A man is mixing
1273,A man is arranging the garden
1274,A man is mixing
1274,A man is not mowing a lawn
1275,A man is shaking a drink
1275,A man is mowing a lawn
1276,There is no man mixing
1276,A man is mowing a lawn
1277,A man is mixing
1277,A man is mowing a lawn
1278,A man is dancing
1278,A man is moving gracefully
1279,A man is sitting
1279,A man is dancing
1280,A man is walking in a yard
1280,A man is walking outside
1281,There is no man walking outside
1281,A man is walking outside
1282,A man is dancing
1282,A man is walking in a yard
1283,There is no man walking outside
1283,A man is dancing
1284,A man is moving gracefully
1284,A man is walking outside
1285,A man is sitting
1285,A man is walking outside
1286,A man is dancing
1286,A man is walking outside
1287,A black cat is swinging on a fan
1287,A cat is swinging on a fan
1288,There is no cat swinging on a fan
1288,A cat is swinging on a fan
1289,A cat is stuck on a ceiling fan that is moving
1289,A cat is stuck on a moving ceiling fan
1290,A cat is stuck on a moving ceiling fan
1290,A cat is playing on a moving ceiling fan
1291,A cat is swinging on a fan
1291,A cat is stuck on a ceiling fan that is moving
1292,A cat is playing on a moving ceiling fan
1292,A cat is swinging on a fan
1293,A black cat is swinging on a fan
1293,A cat is stuck on a moving ceiling fan
1294,A cat is stuck on a moving ceiling fan
1294,There is no cat swinging on a fan
1295,A cat is swinging on a fan
1295,A cat is stuck on a moving ceiling fan
1296,A man is making music with a flute
1296,A man is playing flute
1297,A man is playing flute
1297,There is no man playing flute
1298,A man is playing baseball with a flute
1298,A man is playing flute
1299,A man is playing soccer
1299,A man is playing a game with a ball
1300,There is no man playing soccer
1300,A man is playing soccer
1301,A man is playing soccer
1301,A soccer man is playing piano
1302,A man is playing flute
1302,A man is playing a game with a ball
1303,A man is playing flute
1303,There is no man playing soccer
1304,A soccer man is playing piano
1304,A man is playing flute
1305,A man is making music with a flute
1305,A man is playing soccer
1306,There is no man playing flute
1306,A man is playing soccer
1307,A man is playing baseball with a flute
1307,A man is playing soccer
1308,A man is playing flute
1308,A man is playing soccer
1309,A man is frying a tortilla
1309,A man is frying food
1310,There is no man frying a tortilla
1310,A man is frying a tortilla
1311,A person is performing a card trick
1311,A person is doing a trick with some cards
1312,A person is performing a card trick
1312,Nobody is performing a card trick
1313,A person is doing a trick with some cards
1313,A man is frying a tortilla
1314,A man is frying a tortilla
1314,Nobody is performing a card trick
1315,A person is performing a card trick
1315,A man is frying food
1316,A person is performing a card trick
1316,There is no man frying a tortilla
1317,A person is performing a card trick
1317,A man is frying a tortilla
1318,A boy is spanking a man with a plastic sword
1318,A boy is spanking a man with a toy weapon
1319,A boy is spanking a man with a plastic sword
1319,A boy is spanking a woman with a plastic sword
1320,A boy is spanking a man with a plastic sword
1320,A man is spanking a boy with a plastic sword
1321,A boy is whacking a man with a sword
1321,A man is being hit by a kid with a weapon
1322,There is no man being hit
1322,A boy is whacking a man with a sword
1323,A boy is whacking a man with a sword
