pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set,[sentence_A, sentence_B]
4039	A woman is riding a Seadoo	A woman is parking a Seadoo	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a woman is riding a seadoo	a woman is riding a seadoo	SEMEVAL	SEMEVAL	TEST,[riding, parking]
4045	A man is dancing	A person is dancing	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is dancing	a man is dancing	SEMEVAL	SEMEVAL	TRAIN,[man, person]
4048	There is no man dancing on the road	A man is dancing on the road	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	a man is dancing on the road	a man is dancing on the road	SEMEVAL	SEMEVAL	TEST,[There, no]
4053	A man is dancing on the road	A man is dancing	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a man is dancing	a man is dancing on the road	SEMEVAL	SEMEVAL	TEST,[on, road]
4055	A dog is running on the road	There is no dog running on the road	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a panda dog is running on the road	a panda dog is running on the road	SEMEVAL	SEMEVAL	TEST,[There, no]
4057	There is no man running on the road	A man is running on the road	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man is running on the road	a man is running on the road	SEMEVAL	SEMEVAL	TEST,[There, no]
4058	The man is running on the road	A dog is running on the road	NEUTRAL	3.2	A_neutral_B	B_neutral_A	a panda dog is running on the road	a man is running on the road	SEMEVAL	SEMEVAL	TRAIN,[man, dog]
4062	A dog is running on the road	A man is running on the road	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a panda dog is running on the road	a man is running on the road	SEMEVAL	SEMEVAL	TRAIN,[dog, man]
4066	The man is hurling knives at a tree	The man is throwing knives at a tree	ENTAILMENT	4.6	A_entails_B	B_entails_A	the man is throwing knives at a tree	the man is throwing knives at a tree	SEMEVAL	SEMEVAL	TRIAL,[hurling, throwing]
4075	A man is stopping a horse	A man is riding a horse	NEUTRAL	3.635	A_neutral_B	B_neutral_A	a man is riding on a horse	a man is riding on a horse	SEMEVAL	SEMEVAL	TEST,[stopping, riding]
4083	A man is stopping a horse	The man is riding a horse	NEUTRAL	3.9	A_contradicts_B	B_neutral_A	the man is riding a horse	a man is riding on a horse	SEMEVAL	SEMEVAL	TRAIN,[stopping, riding]
4086	There is no man drawing a picture	A man is drawing a picture	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a man is drawing a picture	a man is drawing a picture	SEMEVAL	SEMEVAL	TRIAL,[There, no]
4087	A man is taking a picture of a drawing	A man is drawing a picture	NEUTRAL	2.865	A_neutral_B	B_neutral_A	a man is drawing a picture	a man is drawing a picture	SEMEVAL	SEMEVAL	TRAIN,[taking, of]
4088	The person is painting	The person is drawing	NEUTRAL	3.4	A_neutral_B	B_contradicts_A	a person is drawing	a person is drawing	SEMEVAL	SEMEVAL	TRAIN,[painting, drawing]
4099	Someone is dismantling a piano	Someone is playing a piano	NEUTRAL	3.2	A_neutral_B	B_neutral_A	someone is playing a piano	someone is playing a piano	SEMEVAL	SEMEVAL	TEST,[dismantling, playing]
4100	Someone is playing the guitar	Somebody is playing the guitar	ENTAILMENT	4.8	A_entails_B	B_entails_A	someone is playing guitar	someone is playing guitar	SEMEVAL	SEMEVAL	TRAIN,[Someone, Somebody]
4106	Someone is playing a piano	Someone is playing the guitar	NEUTRAL	3.1	A_neutral_B	B_neutral_A	someone is playing a piano	someone is playing guitar	SEMEVAL	SEMEVAL	TEST,[piano, guitar]
4110	A man is eating a pizza	There is no man eating a pizza	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a man is eating a pizza	a man is eating a pizza	SEMEVAL	SEMEVAL	TEST,[There, no]
4118	The panda bear is resting on the logs	The panda bear is lying on the logs	ENTAILMENT	4.7	A_entails_B	B_entails_A	the panda bear lay on the logs	the panda bear lay on the logs	SEMEVAL	SEMEVAL	TRAIN,[resting, lying]
4120	The log is lying on the panda bear	The panda bear is lying on the logs	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	the panda bear lay on the logs	the panda bear lay on the logs	SEMEVAL	SEMEVAL	TRAIN,[log, logs]
4127	A dog is jumping on a trampoline	A dog is bouncing on a trampoline	ENTAILMENT	5	A_entails_B	B_entails_A	a dog bounces on a trampoline	a dog bounces on a trampoline	SEMEVAL	SEMEVAL	TRAIN,[jumping, bouncing]
4128	There is no dog bouncing on a trampoline	A dog is bouncing on a trampoline	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a dog bounces on a trampoline	a dog bounces on a trampoline	SEMEVAL	SEMEVAL	TEST,[There, no]
4130	A dog is lying on a trampoline	A dog is jumping on a trampoline	NEUTRAL	3.8	A_contradicts_B	B_neutral_A	a dog is jumping on a trampoline	a dog is jumping on a trampoline	SEMEVAL	SEMEVAL	TEST,[lying, jumping]
4132	A dog is lying on a trampoline	A dog is bouncing on a trampoline	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a dog bounces on a trampoline	a dog is jumping on a trampoline	SEMEVAL	SEMEVAL	TRAIN,[lying, bouncing]
4135	A dog is bouncing on a trampoline	A dog is jumping on a trampoline	ENTAILMENT	4.7	A_entails_B	B_entails_A	a dog bounces on a trampoline	a dog is jumping on a trampoline	SEMEVAL	SEMEVAL	TRIAL,[bouncing, jumping]
4137	There is no man doing back flips on a trampoline	A man is doing back flips on a trampoline	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a man is doing back flips on a trampoline	a man is doing back flips on a trampoline	SEMEVAL	SEMEVAL	TRAIN,[There, no]
4138	Several boys are jumping on a trampoline	Several kids are jumping on a trampoline	ENTAILMENT	4.6	A_entails_B	B_neutral_A	several kids jump up and down on a trampoline	several kids jump up and down on a trampoline	SEMEVAL	SEMEVAL	TEST,[boys, kids]
4145	A woman is slicing an onion	A woman is cutting an onion	ENTAILMENT	4.9	A_entails_B	B_entails_A	a woman is cutting an onion	a woman is cutting an onion	SEMEVAL	SEMEVAL	TRAIN,[slicing, cutting]
4155	A man is playing a wooden flute	There is no man playing a wooden flute	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a man is playing a wooden flute	a man is playing a wooden flute	SEMEVAL	SEMEVAL	TRIAL,[There, no]
4157	There is no man playing the piano	A man is playing the piano	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a man is playing the piano	a man is playing the piano	SEMEVAL	SEMEVAL	TRIAL,[There, no]
4163	The man is cleaning the drawing on the board	The man is erasing the drawing on the board	ENTAILMENT	4.6	A_entails_B	B_entails_A	the man erased the work on the board	the man erased the work on the board	SEMEVAL	SEMEVAL	TRAIN,[cleaning, erasing]
4164	The man is erasing the drawing on the board	The woman is erasing the drawing on the board	NEUTRAL	3.7	A_contradicts_B	B_neutral_A	the man erased the work on the board	the man erased the work on the board	SEMEVAL	SEMEVAL	TRIAL,[man, woman]
4165	The man is erasing the other man's work from the board	The man is erasing the other man's work from the panel	ENTAILMENT	4.4	A_entails_B	B_entails_A	the man erased what the other man had on the board	the man erased what the other man had on the board	SEMEVAL	SEMEVAL	TRAIN,[board, panel]
4166	The man is erasing the other man's work from the board	The girl is erasing the other man's work from the board	NEUTRAL	3.2	A_neutral_B	B_neutral_A	the man erased what the other man had on the board	the man erased what the other man had on the board	SEMEVAL	SEMEVAL	TEST,[man, girl]
4172	A woman is cutting a vegetable	A woman is slicing a vegetable	ENTAILMENT	4.7	A_entails_B	B_entails_A	a woman cuts up a vegetable	a woman cuts up a vegetable	SEMEVAL	SEMEVAL	TEST,[cutting, slicing]
4173	There is no woman cutting a vegetable	A woman is cutting a vegetable	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a woman cuts up a vegetable	a woman cuts up a vegetable	SEMEVAL	SEMEVAL	TRAIN,[There, no]
4175	A woman is slicing an eggplant	There is no woman slicing an eggplant	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a woman is slicing egg plant	a woman is slicing egg plant	SEMEVAL	SEMEVAL	TEST,[There, no]
4181	A dog is eating a doll	A dog is biting a doll	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a dog is eating a doll	a dog is eating a doll	SEMEVAL	SEMEVAL	TRAIN,[eating, biting]
4182	There is no dog eating a doll	A dog is eating a doll	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a dog is eating a doll	a dog is eating a doll	SEMEVAL	SEMEVAL	TEST,[There, no]
4184	A dog is playing with a toy	There is no dog playing with a toy	CONTRADICTION	4.5	A_contradicts_B	B_contradicts_A	a dog is playing with a toy	a dog is playing with a toy	SEMEVAL	SEMEVAL	TEST,[There, no]
4193	A man is dancing	There is no man dancing	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a man is dancing	a man is dancing	SEMEVAL	SEMEVAL	TRAIN,[There, no]
4195	There is no man praying	A man is praying	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a man is praying	a man is praying	SEMEVAL	SEMEVAL	TRAIN,[There, no]
4200	A man is dancing	A man is praying	NEUTRAL	2.4	A_neutral_B	B_neutral_A	a man is dancing	a man is praying	SEMEVAL	SEMEVAL	TEST,[dancing, praying]
4202	There is no man slicing some bread	A man is slicing some bread	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a man is slicing bread	a man is slicing bread	SEMEVAL	SEMEVAL	TRAIN,[There, no]
4204	A person is slicing a piece of bread	Nobody is slicing a piece of bread	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a person is slicing a bread pieces	a person is slicing a bread pieces	SEMEVAL	SEMEVAL	TEST,[person, Nobody]
4211	There is no woman stroking a lemur	A woman is stroking a lemur	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a woman is stroking a lemur	a woman is stroking a lemur	SEMEVAL	SEMEVAL	TEST,[There, no]
4212	Someone is scratching the belly of an animal	Someone is stroking the belly of an animal	ENTAILMENT	4.3	A_entails_B	B_neutral_A	someone is scratching an animals belly	someone is scratching an animals belly	SEMEVAL	SEMEVAL	TRAIN,[scratching, stroking]
4213	Someone is scratching the belly of an animal	Someone is scratching the back of an animal	NEUTRAL	4	A_neutral_B	B_neutral_A	someone is scratching an animals belly	someone is scratching an animals belly	SEMEVAL	SEMEVAL	TRAIN,[belly, back]
4220	A lemur is eating	There is no lemur eating	CONTRADICTION	2.8	A_contradicts_B	B_contradicts_A	a slow loris is eating	a slow loris is eating	SEMEVAL	SEMEVAL	TRAIN,[There, no]
4222	The animal with big eyes is sleeping	The animal with big eyes is eating	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	the animal with the big eyes is eating	the animal with the big eyes is eating	SEMEVAL	SEMEVAL	TEST,[sleeping, eating]
4229	Two men are playing guitar	Two girls are playing guitar	NEUTRAL	3.1	A_neutral_B	B_neutral_A	two men are playing guitar	two men are playing guitar	SEMEVAL	SEMEVAL	TEST,[men, girls]
4230	Two men are talking	Two people are talking	ENTAILMENT	4.6	A_entails_B	B_neutral_A	two men are talking	two men are talking	SEMEVAL	SEMEVAL	TEST,[men, people]
4231	Two men are talking	Two women are talking	NEUTRAL	3.3	A_neutral_B	B_neutral_A	two men are talking	two men are talking	SEMEVAL	SEMEVAL	TRAIN,[men, women]
4238	A man is playing a flute	There is no man playing a flute	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a man is playing a flute	a man is playing a flute	SEMEVAL	SEMEVAL	TRAIN,[There, no]
4240	There is no man playing an electronic keyboard	A man is playing an electronic keyboard	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a man is playing an electronic keyboard	a man is playing an electronic keyboard	SEMEVAL	SEMEVAL	TEST,[There, no]
4247	There is no clown singing	A clown is singing	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a clown is singing	a clown is singing	SEMEVAL	SEMEVAL	TRAIN,[There, no]
4250	People are singing and a clown is dancing	A clown is singing and people are dancing	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a clown is singing and people are dancing	a clown is singing and people are dancing	SEMEVAL	SEMEVAL	TEST,[People, people]
4258	The girl is riding the horse	The man is riding the horse	NEUTRAL	2.9	A_neutral_B	B_neutral_A	the girl is riding the horse	the girl is riding the horse	SEMEVAL	SEMEVAL	TEST,[girl, man]
4260	The girl is spraying the plants with water	The boy is spraying the plants with water	NEUTRAL	3.4	A_neutral_B	B_neutral_A	the girl is spraying the plants with water	the girl is spraying the plants with water	SEMEVAL	SEMEVAL	TRAIN,[girl, boy]
4266	A man is rapidly chopping some mushrooms with a knife	A man is quickly chopping some mushrooms with a knife	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is rapidly chopping some mushrooms using a knife	a man is rapidly chopping some mushrooms using a knife	SEMEVAL	SEMEVAL	TRAIN,[rapidly, quickly]
4267	There is no man rapidly chopping some mushrooms with a knife	A man is rapidly chopping some mushrooms with a knife	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a man is rapidly chopping some mushrooms using a knife	a man is rapidly chopping some mushrooms using a knife	SEMEVAL	SEMEVAL	TRAIN,[There, no]
4268	A person is quickly cutting mushrooms with a knife	A person is quickly chopping mushrooms with a knife	ENTAILMENT	4.9	A_entails_B	B_entails_A	a person is quickly chopping mushrooms with a knife	a person is quickly chopping mushrooms with a knife	SEMEVAL	SEMEVAL	TEST,[cutting, chopping]
4285	There is no woman chopping up an octopus	A woman is chopping up an octopus	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a woman is chopping octopus	a woman is chopping octopus	SEMEVAL	SEMEVAL	TEST,[There, no]
4286	The woman is slicing cooked octopus	The woman is cutting cooked octopus	ENTAILMENT	5	A_entails_B	B_entails_A	the woman is cutting cooked octopus	the woman is cutting cooked octopus	SEMEVAL	SEMEVAL	TEST,[slicing, cutting]
4287	The man is cutting cooked octopus	The woman is cutting cooked octopus	NEUTRAL	3.8	A_neutral_B	B_neutral_A	the woman is cutting cooked octopus	the woman is cutting cooked octopus	SEMEVAL	SEMEVAL	TRAIN,[man, woman]
4290	The woman is cutting cooked octopus	A woman is cutting an octopus	ENTAILMENT	4.2	A_entails_B	B_neutral_A	the woman is cutting cooked octopus	a woman is chopping octopus	SEMEVAL	SEMEVAL	TRAIN,[cooked, an]
4295	An airplane is taking off	An aircraft is taking off	ENTAILMENT	4.8	A_entails_B	B_entails_A	an air plane is taking off	an air plane is taking off	SEMEVAL	SEMEVAL	TRAIN,[airplane, aircraft]
4302	A man is shooting guns	A man is shooting a weapon	ENTAILMENT	4.8	A_entails_B	B_neutral_A	a man is shooting off guns	a man is shooting off guns	SEMEVAL	SEMEVAL	TEST,[guns, weapon]
4303	A man is shooting guns	There is no man shooting guns	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a man is shooting off guns	a man is shooting off guns	SEMEVAL	SEMEVAL	TEST,[There, no]
4311	A man is cutting a potato	A man is slicing a potato	ENTAILMENT	4.8	A_entails_B	B_entails_A	a man is cutting a potato	a man is cutting a potato	SEMEVAL	SEMEVAL	TEST,[cutting, slicing]
4312	A man is cutting a potato	There is no man cutting a potato	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man is cutting a potato	a man is cutting a potato	SEMEVAL	SEMEVAL	TRAIN,[There, no]
4313	A woman is slicing a tomato	A woman is cutting a tomato	ENTAILMENT	4.9	A_entails_B	B_entails_A	a woman is cutting a tomato	a woman is cutting a tomato	SEMEVAL	SEMEVAL	TEST,[slicing, cutting]
4314	A woman is cutting a tomato	A man is cutting a tomato	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a woman is cutting a tomato	a woman is cutting a tomato	SEMEVAL	SEMEVAL	TEST,[woman, man]
4316	A man is cutting a potato	A man is cutting a tomato	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a man is cutting a potato	a woman is cutting a tomato	SEMEVAL	SEMEVAL	TRAIN,[potato, tomato]
4321	A man is drawing	There is no man drawing	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a man is drawing	a man is drawing	SEMEVAL	SEMEVAL	TRIAL,[There, no]
4323	The man is drawing	The man is painting	NEUTRAL	3.9	A_neutral_B	B_neutral_A	the man is drawing	the man is drawing	SEMEVAL	SEMEVAL	TRAIN,[drawing, painting]
4326	The man is painting	A man is drawing	ENTAILMENT	4.4	A_entails_B	B_neutral_A	the man is drawing	a man is drawing	SEMEVAL	SEMEVAL	TEST,[painting, drawing]
4330	The man is drawing	There is no man drawing	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	the man is drawing	a man is drawing	SEMEVAL	SEMEVAL	TRIAL,[There, no]
4333	A woman is picking a can	A woman is taking a can	ENTAILMENT	4	A_entails_B	B_neutral_A	a woman is picking a can	a woman is picking a can	SEMEVAL	SEMEVAL	TEST,[picking, taking]
4334	A man is picking a can	A woman is picking a can	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a woman is picking a can	a woman is picking a can	SEMEVAL	SEMEVAL	TEST,[man, woman]
4342	A man is eating a banana	A man is eating a fruit	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a man is eating a banana	a man is eating a banana	SEMEVAL	SEMEVAL	TRIAL,[banana, fruit]
4343	A man is eating a banana	There is no man eating a banana	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a man is eating a banana	a man is eating a banana	SEMEVAL	SEMEVAL	TEST,[There, no]
4352	There is no dog barking	A dog is barking	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a dog is barking	a dog is barking	SEMEVAL	SEMEVAL	TEST,[There, no]
4353	A jet is flying	A plane is flying	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a jet is flying	a jet is flying	SEMEVAL	SEMEVAL	TEST,[jet, plane]
4360	A man is cutting a note	A man is cutting a paper	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man is cutting a paper	a man is cutting a paper	SEMEVAL	SEMEVAL	TRIAL,[note, paper]
4361	A man is cutting a paper	There is no man cutting a paper	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	a man is cutting a paper	a man is cutting a paper	SEMEVAL	SEMEVAL	TRAIN,[There, no]
4363	A person is tearing paper	A person is tearing sheets	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a person is tearing paper	a person is tearing paper	SEMEVAL	SEMEVAL	TRAIN,[paper, sheets]
4383	There is no man tying a shoe	A man is tying a shoe	CONTRADICTION	2.9	A_contradicts_B	B_contradicts_A	a man ties a shoe	a man ties a shoe	SEMEVAL	SEMEVAL	TEST,[There, no]
