Pair ID;sentence_A;sentence_B;entailment_AB;entailment_BA;Annotation;Comments;If ungrammatical, corrected into*;*(the annotation label concerns the grammatical sentence)
3011;A man in a suit is standing at a microphone and singing;The man is staging a microphone and is singing;A_entails_B;B_neutral_A;correct: A entails B;man in suit => man, standing at a microphone = staging a microphone;;
3012;The man in a suit is standing at a microphone and singing;The man on stage is singing into the microphone;A_entails_B;B_neutral_A;wrong: A should be neutral to B;the man isnt necessarily on stage;;
3014;A man in a suit is standing at a microphone and singing;The man on stage is singing into the microphone;A_entails_B;B_neutral_A;wrong: A should be neutral to B;the man isnt necessarily on stage;;
3024;A few children are jumping on a trampoline;Some children are jumping on a trampoline;A_entails_B;B_neutral_A;correct: A entails B;few children => some children;;
3026;Two boy are playing on a trampoline;Some boys are playing on a trampoline;A_entails_B;B_neutral_A;correct: A entails B;two boys => some boys;;
3039;The puppy is playing with a plastic container;The dog is playing with a plastic container;A_entails_B;B_neutral_A;correct: A entails B;puppy => dog;;
3042;A man is athletically jumping a wall;A man is jumping a wall;A_entails_B;B_neutral_A;correct: A entails B;athletically jumping => jumping;;
3047;A man is jumping off a low wall;A man is jumping a wall;A_entails_B;B_neutral_A;correct: A entails B;low wall => wall;;
3057;A man is pouring oil into a skillet;The man is pouring oil into a pan;A_entails_B;B_neutral_A;correct: A entails B;skillet => pan;;
3060;A woman is driving a car and is animatedly talking to the man who is seated beside her;A woman is driving a car and is talking to the man who is seated beside her;A_entails_B;B_neutral_A;correct: A entails B;animatedly talking => talking;;
3062;A man is talking to the woman who is seated beside him and is driving a car;A woman is driving a car and is talking to the man who is seated beside her;A_entails_B;B_neutral_A;ambiguous;the woman cannot be sitting beside him AND driving;;
3065;A woman is driving a car and is talking to the man who is seated beside her;The woman and the man are travelling by automobile;A_entails_B;B_neutral_A;correct: A entails B;woman talking to the man =>woman and man travelling;;
3067;A woman is driving a car and is animatedly talking to the man who is seated beside her;The woman and the man are travelling by car;A_entails_B;B_neutral_A;correct: A entails B;woman talking to the man =>woman and man travelling;;
3068;There is no woman driving a car and talking to the man seated beside her;The woman and the man are travelling by car;A_entails_B;B_neutral_A;wrong: A should be neutral to B;no woman driving =>? Is there a man;;
3069;A man is talking to the woman who is seated beside him and is driving a car;The woman and the man are travelling by car;A_entails_B;B_neutral_A;ambiguous;the woman cannot be sitting beside him AND driving;;
3070;A woman is driving a car and is talking to the man who is seated beside her;The woman and the man are travelling by car;A_entails_B;B_neutral_A;correct: A entails B;woman talking to the man =>woman and man travelling;;
3089;Some women are cheerfully dancing;Some women are dancing;A_entails_B;B_neutral_A;correct: A entails B;cheerfully dancing => dancing;;
3091;Three men are dancing;A few men are dancing;A_entails_B;B_neutral_A;correct: A entails B;three men => few men;;
3103;The man is sitting on the floor in a room and strumming a guitar;A man is sitting on the floor and is playing a guitar;A_entails_B;B_neutral_A;correct: A entails B;strumming in a room => strumming, strumming a guitar = playing a guitar;;
3111;The man is eating;The person is eating;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
3113;A man is eating some food;The person is eating;A_entails_B;B_neutral_A;correct: A entails B;man => person, eating some food => eating;;
3118;A woman is carefully applying cosmetics to her eyelid;A woman is applying cosmetics to her eyelid;A_entails_B;B_neutral_A;correct: A entails B;carefully apllying => applying;;
3122;A woman is using a pencil for eyes and is applying eye liner to her eyelid;A woman is applying cosmetics to her eyelid;A_entails_B;B_neutral_A;correct: A entails B;using a pencil for eyes and is applying eye liner => applying cosmetics to her eyelid.;;
3126;A woman is using an eye pencil and is applying eye liner to her eyelid;A woman is applying cosmetics to her eyelid;A_entails_B;B_neutral_A;correct: A entails B;using an eye pencil and is applying eye liner => applying cosmetics to her eyelid.;;
3136;A monkey is kicking at the gloved hand of a person;A monkey is kicking at a person's glove;A_entails_B;B_neutral_A;wrong: A should be neutral to B;gloved hand != person's glove;;
3139;The monkey is being trained in martial arts;The monkey is practicing martial arts;A_entails_B;B_neutral_A;correct: A entails B;being trained = practicing, passive--> active;;
3147;A man is powerfully kicking a soccer ball;A man is kicking a soccer ball;A_entails_B;B_neutral_A;correct: A entails B;powerfully kicking => kicking;;
3155;A man is performing tricks with a soccer ball;A man is kicking a soccer ball;A_entails_B;B_neutral_A;wrong: A should be neutral to B;performing tricks != kicking;;
3167;A kid is practicing with an instrument;A kid is playing an instrument;A_entails_B;B_neutral_A;correct: A entails B;practicing an instrument = playing;;
3171;A boy who is young is playing a wind instrument;A kid is playing an instrument;A_entails_B;B_neutral_A;correct: A entails B;young boy => kid, wind instrument => instrument;;
3175;A young boy is playing a wind instrument;A kid is playing an instrument;A_entails_B;B_neutral_A;correct: A entails B;young boy => kid, wind instrument => instrument;;
3176;A man is slowly trekking in the woods;A man is trekking in the woods;A_entails_B;B_neutral_A;correct: A entails B;slowly trekking => trekking;;
3178;The man is cheerfully hiking in the woods;The man is hiking in the woods;A_entails_B;B_neutral_A;correct: A entails B;cheerfully hiking => hiking;;
3180;The man is cheerfully hiking in the woods;A man is trekking in the woods;A_entails_B;B_neutral_A;correct: A entails B;cheerfully hiking => trekking;;
3182;A man is slowly trekking in the woods;The man is hiking in the woods;A_entails_B;B_neutral_A;correct: A entails B;cheerfully trekking => hiking;;
3211;A woman is squeezing juice out of a lemon;A woman is squeezing a lemon;A_entails_B;B_neutral_A;correct: A entails B;squeezing juice => squeezing;;
3216;A kitten is playing with a blue rope toy;The little cat is playing with a toy;A_entails_B;B_neutral_A;correct: A entails B;blue rope toy => toy, kitten = little cat;;
3218;A kitten is playing with a toy made of blue rope;The kitten is playing with a toy;A_entails_B;B_neutral_A;correct: A entails B;toy made of blue rope => toy;;
3220;A kitten is playing with a blue rope toy;The kitten is playing with a toy;A_entails_B;B_neutral_A;correct: A entails B;blue rope toy => toy;;
3221;A boy is fearfully walking across a bridge;A boy is walking across a bridge;A_entails_B;B_neutral_A;correct: A entails B;fearfully walking => walking;;
3241;An animal is running tiredly in circles;An animal is running in circles;A_entails_B;B_neutral_A;correct: A entails B;running tiredly => running;;
3245;The squirrel is running in circles;An animal is running in circles;A_entails_B;B_neutral_A;correct: A entails B;squirrel => animal;;
3247;A squirrel is running in circles;An animal is running in circles;A_entails_B;B_neutral_A;correct: A entails B;squirrel => animal;;
3256;A woman is placing two eggs into a pot of water;A woman is boiling eggs;A_entails_B;B_neutral_A;wrong: A should be neutral to B;placing the eggs doesnt mean bioling them;;
3266;A person is kicking a ball for a soccer game between somebody's feet;A person is kicking a soccer ball between their feet;A_entails_B;B_neutral_A;wrong: A should be neutral to B;somebody's feet != their feet;;
3270;A person is kicking a soccer ball between their feet;The person who is playing soccer is kicking the ball between somebody's legs;A_entails_B;B_neutral_A;wrong: A should be neutral to B;somebody's feet != their feet;;
3272;The soccer player is kicking the ball between somebody's legs;A person is kicking a ball for a soccer game between somebody's feet;A_entails_B;B_neutral_A;correct: A entails B;soccer player = person, kicking the ball = kicking a ball for a soccer game, legs = feet;;
3280;The boy who is young is running through the ocean waves;A child is running in and out of the ocean waves;A_entails_B;B_neutral_A;correct: A entails B;ruuning through waves => running in and out of the waves;;
3283;The young boy is running through the ocean waves;A child is running in and out of the waves of the ocean;A_entails_B;B_neutral_A;correct: A entails B;ruuning through waves => running in and out of the waves;;
3285;The young boy is running through the ocean waves;A child is running in and out of the ocean waves;A_entails_B;B_neutral_A;correct: A entails B;ruuning through waves => running in and out of the waves;;
3286;A woman is coating a pork chop;A cook is coating a pork chop;A_entails_B;B_neutral_A;wrong: A should be neutral to B;woman isnt necessarily a cook;;
3297;A man is walking a woman through the woods;A man and a woman are walking through the woods;A_entails_B;B_neutral_A;correct: A entails B;man walking a woman = man and woman walking;;
3302;The man and the woman are walking through the woods;The man and woman are walking;A_entails_B;B_neutral_A;correct: A entails B;walking through the woods => walking;;
3304;A man is walking a woman through the woods;The man and woman are walking;A_entails_B;B_neutral_A;correct: A entails B;man walking a woman = man and woman walking;;
3305;A man and a woman are walking through the woods;The man and woman are walking;A_entails_B;B_neutral_A;correct: A entails B;walking through the woods => walking;;
3306;An airplane is swiftly flying through the air;An airplane is flying through the air;A_entails_B;B_neutral_A;correct: A entails B;siwftly flying => flying;;
3310;The plane which is south African is flying in a blue sky;An airplane is flying through the air;A_entails_B;B_neutral_A;correct: A entails B;south African plane => plane, in a blue sky = through the air;;
3314;The south African plane is flying in a blue sky;An airplane is flying through the air;A_entails_B;B_neutral_A;correct: A entails B;south African plane => plane, in a blue sky = through the air;;
3323;The woman is frying a breaded pork chop;A woman is cooking a pork chop which is breaded;A_entails_B;B_neutral_A;correct: A entails B;frying => cooking;;
3325;The woman is frying a breaded pork chop;A woman is cooking a breaded pork chop;A_entails_B;B_neutral_A;correct: A entails B;frying => cooking;;
3335;A man is dancing on a roof ;A person is dancing on a roof;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
3344;A man is standing on a roof top and playing a violin;A man is standing on a roof;A_entails_B;B_neutral_A;correct: A entails B;B is subset of A;;
3350;Somebody is typing on the keyboard;Someone is typing;A_entails_B;B_neutral_A;correct: A entails B;typing on the keyboard => typing;;
3354;Someone is typing on a keyboard;Someone is typing;A_entails_B;B_neutral_A;correct: A entails B;typing on the keyboard => typing;;
3355;A woman is absently peeling a potato;A woman is peeling a potato;A_entails_B;B_neutral_A;correct: A entails B;absently peeling => peeling;;
3368;A woman is cleaning a shrimp;Someone is cleansing an animal;A_entails_B;B_neutral_A;correct: A entails B;cleaning a shrimp?;;
